Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year,Last_Update
314,ARK: Survival Evolved,PC,Studio Wildcard,Studio Wildcard,7,5.2,4.5,2015,22nd Sep 18
315,LittleBigPlanet,PS3,Sony Computer Entertainment,Media Molecule,9.4,9.2,4.5,2008,
316,Riven: The Sequel to Myst,PC,Red Orb,Cyan Worlds,,,4.5,1997,
317,StarCraft II: Wings of Liberty,PC,Blizzard Entertainment,Blizzard Entertainment,9.3,,4.5,2010,25th Jun 18
318,Warcraft III: Reign of Chaos,PC,Blizzard Entertainment,Blizzard Entertainment,9.3,,4.5,2002,23rd Nov 18
319,Pitfall!,2600,Activision,Activision,,,4.5,1982,
320,Professor Layton and the Curious Village,DS,Nintendo,Level 5,8.7,,4.49,2008,
321,Madden NFL 07,PS2,EA Sports,EA Tiburon,8.5,,4.49,2006,
322,Spider-Man: The Movie,PS2,Activision,Treyarch,8.2,,4.48,2002,
323,The Elder Scrolls IV: Oblivion,X360,Take-Two Interactive,Bethesda Softworks,9.2,,4.47,2009,
324,The Legend of Zelda: The Wind Waker,GC,Nintendo,Nintendo EAD,9.6,,4.43,2003,
325,Tony Hawk's Pro Skater 3,PS2,Activision,Neversoft Entertainment,9.1,,4.41,2001,
326,Winning Eleven: Pro Evolution Soccer 2007,PS2,Konami,Konami Computer Entertainment Tokyo,8.8,,4.39,2007,
327,The Legend of Zelda: Link's Awakening,NS,Nintendo,Nintendo,,,4.38,2019,11th Jun 19
328,Zelda II: The Adventure of Link,NES,Nintendo,Nintendo EAD,,,4.38,1988,28th Jan 18
329,Michael Jackson: The Experience,Wii,Ubisoft,Ubisoft Montpellier,5.6,,4.37,2010,
330,Tom Clancy's The Division,PS4,Ubisoft,Massive Entertainment,8,7,4.37,2016,04th May 18
331,Need for Speed: Most Wanted,PS2,Electronic Arts,EA Canada,8.6,,4.37,2005,
332,Resistance: Fall of Man,PS3,Sony Computer Entertainment,Insomniac Games,8.5,9.1,4.37,2006,
333,Tom Clancy's Rainbow Six: Siege,PS4,Ubisoft,Ubisoft Montreal,,,4.36,2015,
334,Call of Duty: Advanced Warfare,X360,Activision,High Moon Studios,9.1,,4.34,2014,04th Jan 18
335,Watch Dogs,PS4,Ubisoft,Ubisoft Montreal,8,6.4,4.32,2014,15th Mar 18
336,Animal Crossing: City Folk,Wii,Nintendo,Nintendo EAD,7.1,8.8,4.32,2008,
337,Starbound,PC,"Infocom, Inc.",Unknown,8.1,7.1,4.31,2014,
338,Asteroids,2600,Atari,Atari,,,4.31,1981,
339,Dragon Quest VII,PS,Enix,Heart Beat,8,3,4.3,2001,27th Mar 18
340,Monster Hunter Generations,3DS,Capcom,Capcom,8.8,8,4.3,2016,30th Jan 18
341,The Witcher 3: Wild Hunt,XOne,Warner Bros. Interactive Entertainment,CD Projekt Red Studio,9.1,9.2,4.3,2015,24th Mar 18
342,Batman: Arkham Asylum,PS3,Eidos Interactive,Rocksteady Studios,9,,4.28,2009,
343,Call of Duty: Advanced Warfare,PS3,Activision,High Moon Studios,9.1,,4.27,2014,04th Jan 18
344,God of War II,PS2,Sony Computer Entertainment,SCEA Santa Monica Studio,9.3,9.8,4.24,2007,
345,Namco Museum,GBA,Namco,Mass Media,8.5,,4.24,2001,
346,Daxter,PSP,Sony Computer Entertainment,Ready at Dawn,8.6,,4.23,2006,
347,Super Paper Mario,Wii,Nintendo,Intelligent Systems,8.5,,4.23,2007,
348,Assassin's Creed: Revelations,PS3,Ubisoft,Ubisoft Montreal,8.8,,4.23,2011,
349,Metal Gear Solid 3: Snake Eater,PS2,Konami,KCEJ / Kojima Productions,9,,4.23,2004,
350,Assassin's Creed: Revelations,X360,Ubisoft,Ubisoft Montreal,7.9,,4.22,2011,
351,FIFA Soccer 06,PS2,EA Sports,EA Canada,8.4,,4.21,2005,
352,Counter-Strike,PC,Sierra Studios,Unknown,8.9,,4.2,2000,
353,Monster Hunter 4 Ultimate,3DS,Capcom,Capcom,8.8,8.6,4.2,2015,28th Mar 18
354,Street Fighter IV,PS3,Capcom,Capcom / Dimps Corporation,9.3,9,4.19,2009,
355,7 Days to Die,PC,The Fun Pimps,The Fun Pimps,,,4.18,2013,31st May 18
356,FIFA Soccer 12,X360,EA Sports,EA Canada,9.2,,4.18,2011,
357,Call of Duty: Ghosts,PS4,Activision,Infinity Ward,7.5,3.8,4.17,2013,21st Mar 18
358,Teenage Mutant Ninja Turtles,NES,Ultra Games,Konami,5.9,,4.17,1989,
359,Just Cause 2,PC,Eidos Interactive,Avalanche Studios,8.2,,4.16,2010,
360,Excitebike,NES,Nintendo,Nintendo R&D1,8.4,,4.16,1985,
361,Frogger,PS,Hasbro Interactive,Millenium Interactive,2,,4.16,1997,
362,Star Wars Battlefront (2015),XOne,Electronic Arts,EA DICE,6.9,,4.15,2015,24th Mar 18
363,FIFA 14,X360,EA Sports,EA Canada,9.1,,4.15,2013,15th Sep 18
364,Madden NFL 2003,PS2,EA Sports,EA Tiburon,9.4,,4.14,2002,
365,Assassin's Creed: Unity,PS4,Ubisoft,Ubisoft Montreal,,,4.14,2014,04th May 18
366,Destiny 2,PS4,Activision,Bungie,8.5,4.9,4.14,2017,20th Apr 18
367,Super Mario World 2: Yoshi's Island,SNES,Nintendo,Nintendo EAD,9,,4.12,1995,
368,Batman: Arkham Knight,PS4,Warner Bros. Interactive,Rocksteady Studios,8.1,7.8,4.11,2015,04th Jan 18
369,FIFA 07 Soccer,PS2,EA Sports,Team Fusion,8.4,,4.11,2006,
370,The Sims 4,PC,Electronic Arts,Maxis,7,4,4.1,2014,29th Dec 17
371,Monster Hunter 4,3DS,Capcom,Capcom,,,4.1,2013,07th Jan 19
372,Street Fighter II Turbo,SNES,Capcom,Capcom,9,,4.1,1993,
373,Fallout: New Vegas,X360,Bethesda Softworks,Obsidian Entertainment,8.2,,4.08,2010,
374,The Legend of Zelda: A Link Between Worlds,3DS,Nintendo,Nintendo EAD,9.3,9,4.07,2013,05th Jan 18
375,Assassin's Creed Origins,PS4,Ubisoft,Ubisoft Montreal,8.1,7.2,4.06,2017,10th Jan 18
376,Far Cry 4,PS4,Ubisoft,Ubisoft Montreal,8.4,7.7,4.06,2014,23rd Jan 18
377,Carnival Games,Wii,Global Star Software,Cat Daddy Games,4.2,,4.06,2007,
378,World Soccer Winning Eleven 9,PS2,Konami,Konami Computer Entertainment Tokyo,8.9,,4.06,2006,
379,Forza Motorsport 2,X360,Microsoft Game Studios,Turn 10 Studios,9.1,,4.05,2007,
380,Namco Museum Vol.3,PS,Namco,Namco,,,4.05,1997,
381,Tekken Tag Tournament,PS2,Namco,Namco,8.7,,4.05,2000,
382,Golf,NES,Nintendo,Nintendo,,,4.01,1985,
383,Super Mario Maker,WiiU,Nintendo,Nintendo EAD,8.8,8.7,4.01,2015,29th Mar 18
384,Arma III,PC,Bohemia Interactive,Bohemia Interactive,,,4,2013,16th Nov 18
385,Diablo II,PC,Blizzard Entertainment,Blizzard North,8.8,,4,2000,
386,Disney's Aladdin,GEN,Sega,Virgin Interactive,,,4,1993,
387,EyeToy Play,PS2,Sony Computer Entertainment,SCEE London Studio,7.5,,4,2003,
388,Just Dance,Wii,Ubisoft,Ubisoft Paris,5.4,,4,2009,
389,Monster Hunter: World,PS4,Capcom,Capcom,9.3,9,4,2018,30th Jan 18
390,Star Fox 64,N64,Nintendo,Nintendo EAD,9,,4,1997,
391,The Last of Us: Part II,PS4,Sony Interactive Entertainment,Naughty Dog,9.4,5.6,4,2020,10th Apr 20
392,World of Warcraft: Wrath of the Lich King,PC,Blizzard Entertainment,Blizzard Entertainment,9.3,9.3,4,2008,22nd Apr 18
393,Fallout 3,PS3,Bethesda Softworks,Bethesda Game Studios,8.8,,4,2008,
394,The Legend of Zelda: Oracle of Ages / Seasons,GBC,Nintendo,Capcom,,,3.99,2001,11th Jan 19
395,The Elder Scrolls V: Skyrim,PC,Bethesda Softworks,Bethesda Game Studios,9.2,8.2,3.99,2011,01st Apr 18
396,Namco Museum: 50th Anniversary,PS2,Namco,Digital Eclipse,5,,3.98,2005,
397,NBA 2K16,PS4,2K Sports,Visual Concepts,8.7,6.7,3.98,2015,28th Mar 18
398,Left 4 Dead 2,X360,Electronic Arts,Certain Affinity / Valve Software,9,,3.97,2009,
399,Far Cry 5,PS4,Ubisoft,Ubisoft,7.9,6.8,3.95,2018,28th Feb 18
400,Battlefield 4,PS4,Electronic Arts,EA DICE,8.3,7,3.94,2013,09th Jan 18
401,Assassin's Creed IV: Black Flag,PS3,Ubisoft,Ubisoft Montreal,8.7,,3.94,2013,14th Mar 18
402,EA Sports Active,Wii,EA Sports,EA Vancouver,8.3,,3.93,2009,
403,Half-Life 2: Episode One,PC,Electronic Arts,Valve Software,8.7,,3.92,2006,
404,Donkey Kong Land,GB,Nintendo,Rare Ltd.,,,3.91,1995,
405,English Training: Have Fun Improving Your Skills!,DS,Nintendo,Plato,,,3.91,2006,
406,Dragon Quest III,NES,Enix,ChunSoft,,8,3.9,1992,27th Mar 18
407,Tony Hawk's Underground,PS2,Activision,Neversoft Entertainment,8.7,,3.9,2003,
408,Just Dance 2014,Wii,Ubisoft,Ubisoft Paris,7.4,,3.89,2013,08th Mar 18
409,Professor Layton and the Diabolical Box,DS,Nintendo,Level 5,8.5,,3.88,2009,
410,Sports Champions,PS3,Sony Computer Entertainment,SCE San Diego Studio,7.6,,3.88,2010,
411,World Soccer Winning Eleven 8 International,PS2,Konami,Konami Computer Entertainment Tokyo,9.3,,3.85,2005,
412,Namco Museum Vol.1,PS,Namco,Namco,,,3.84,1996,
413,The Legend of Zelda: Link's Awakening,GB,Nintendo,Nintendo EAD,,,3.83,1993,
414,Resident Evil VII: Biohazard,PS4,Capcom,Capcom,8.6,,3.83,2017,06th Nov 18
415,Monster Hunter Freedom Unite,PSP,Capcom,Capcom Production Studio 1,7.7,9.7,3.8,2009,
416,Gran Turismo Sport,PS4,Sony Interactive Entertainment,Polyphony Digital,7.5,6,3.77,2017,13th Jan 18
417,LEGO Indiana Jones: The Original Adventures,X360,LucasArts,Traveller's Tales,7.5,,3.76,2008,
418,The Sims: Unleashed,PC,Electronic Arts,Maxis,7.3,,3.76,2002,
419,Tomodachi Collection,DS,Nintendo,Nintendo SPD Group No.1,,,3.76,2009,
420,Ratchet & Clank: Size Matters,PSP,Sony Computer Entertainment,High Impact Games,8.5,,3.75,2007,
421,Harry Potter and the Sorcerer's Stone,PS,Electronic Arts,Argonaut Games,8,,3.73,2001,
422,Pokemon Trading Card Game,GB,Nintendo,Hudson Soft,8.3,,3.72,2000,
423,FIFA 17,XOne,Electronic Arts,EA Canada,8.8,5.1,3.71,2016,28th Mar 18
424,Spyro: Year of the Dragon,PS,Sony Computer Entertainment,Insomniac Games,9.1,,3.71,2000,
425,FIFA Soccer 2005,PS2,EA Sports,EA Canada,8.4,,3.7,2004,
426,Diablo III: Reaper of Souls,PC,Blizzard Entertainment,Blizzard Entertainment,8.7,6.6,3.7,2014,10th Jan 19
427,The Legend of Zelda: Skyward Sword,Wii,Nintendo,Nintendo EAD,9.4,,3.67,2011,
428,Tony Hawk's Pro Skater 4,PS2,Activision,Neversoft Entertainment,9.6,,3.67,2002,
429,Midnight Club 3: DUB Edition,PSP,Rockstar Games,Rockstar Leeds,7.2,,3.66,2005,
430,MySims,DS,Electronic Arts,EA Redwood Shores,6.7,,3.66,2007,
431,Banjo-Kazooie,N64,Nintendo,Rare Ltd.,9.3,9.4,3.65,1998,
432,SOCOM: U.S. Navy SEALs,PS2,Sony Computer Entertainment,Zipper Interactive,8,,3.65,2002,
433,Battlefield 4,PS3,Electronic Arts,EA DICE,8.7,,3.64,2013,04th Jan 18
434,Jak and Daxter: The Precursor Legacy,PS2,Sony Computer Entertainment,Naughty Dog,9,8.9,3.64,2001,
435,Pokemon Snap,N64,Nintendo,HAL Laboratory,7.9,,3.63,1999,20th Apr 18
436,Pro Evolution Soccer 2008,PS2,Konami,Konami,8.2,,3.63,2008,
437,FIFA Soccer 10,PS3,EA Sports,EA Canada,9,,3.63,2009,
438,Guitar Hero: World Tour,Wii,Activision,Vicarious Visions,8.4,,3.62,2008,
439,Gears of War: Ultimate Edition,XOne,Microsoft Studios,The Coalition,8.2,7.6,3.62,2015,10th Aug 18
440,Star Wars Battlefront,PS2,LucasArts,Pandemic Studios,8.1,,3.61,2004,
441,Doom II,PC,GT Interactive,id Software,9.3,,3.61,1994,
442,The Simpsons: Road Rage,PS2,Electronic Arts,Radical Entertainment,6.1,,3.61,2001,
443,BattleBlock Theater,PC,The Behemoth,The Behemoth,8.5,7.9,3.61,2014,18th Nov 18
444,Assassin's Creed Syndicate,PS4,Ubisoft,Ubisoft Quebec,8.6,6.9,3.6,2015,04th May 18
445,Star Wars Battlefront II,PS2,LucasArts,Pandemic Studios,8.5,,3.59,2005,
446,Assassin's Creed: Unity,XOne,Ubisoft,Ubisoft Montreal,,,3.58,2014,04th May 18
447,Cooking Mama 2: Dinner With Friends,DS,Majesco,Office Create,6.9,,3.58,2007,
448,Undertale,PC,Toby Fox,Toby Fox,9.2,8.3,3.58,2015,07th Jan 18
449,WWF SmackDown!,PS,THQ,Yuke's,,,3.58,2000,
450,Croc: Legend of the Gobbos,PS,Fox Interactive,Argonaut Games,7.6,,3.56,1997,
451,Battlefield 4,X360,Electronic Arts,EA DICE,8.7,,3.54,2013,04th Jan 18
452,Grand Theft Auto: Liberty City Stories,PS2,Rockstar Games,Rockstar Leeds,8.3,,3.54,2006,
453,The Getaway,PS2,Sony Computer Entertainment,Team Soho,7.7,,3.54,2003,
454,Tomb Raider III: Adventures of Lara Croft,PS,Eidos Interactive,Core Design Ltd.,8.2,,3.54,1998,
455,Batman: Arkham Asylum,X360,Eidos Interactive,Rocksteady Studios,9.1,,3.54,2009,
456,Assassin's Creed: Brotherhood,X360,Ubisoft,Ubisoft Montreal,9.1,,3.53,2010,
457,James Bond 007: Agent Under Fire,PS2,Electronic Arts,EA Redwood Shores,7.9,,3.53,2001,
458,LEGO Star Wars: The Video Game,PS2,Eidos Interactive,Traveller's Tales,7.9,,3.53,2005,
459,Resident Evil 5,X360,Capcom,Capcom,8.6,,3.53,2009,
460,Rugrats in Paris: The Movie,PS,THQ,Avalanche Software,,,3.52,2000,
461,NBA 2K17,PS4,2K Sports,Visual Concepts,9,6.4,3.52,2016,28th Mar 18
462,FIFA Soccer 11,X360,EA Sports,EA Canada,8.7,,3.52,2010,
463,Spyro 2: Ripto's Rage!,PS,Sony Computer Entertainment,Insomniac Games,8.7,,3.52,1999,
464,Left 4 Dead,X360,Valve Corporation,Certain Affinity / Valve Software,8.7,9,3.52,2008,
465,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,Nintendo,Rare Ltd.,8.8,,3.51,1996,
466,Fable II,X360,Microsoft Game Studios,Lionhead Studios,9,9.3,3.5,2008,
467,Final Fantasy VII Remake,PS4,Square Enix,Square Enix,8.7,8.1,3.5,2020,10th Dec 19
468,Kung Fu,NES,Nintendo,Irem Software Engineering,,,3.5,1985,
469,Resident Evil 3: Nemesis,PS,Capcom,Capcom,9.4,,3.5,1999,
470,World of Warcraft: The Burning Crusade,PC,Blizzard Entertainment,Blizzard Entertainment,9.2,,3.5,2007,22nd Apr 18
471,FIFA Soccer 2004,PS2,EA Sports,EA Canada,8,,3.49,2003,
472,Pokemon Mystery Dungeon: Blue Rescue Team,DS,Nintendo,ChunSoft,6.3,,3.49,2006,
473,Mortal Kombat X,PS4,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.3,7.8,3.49,2015,04th Jan 18
474,Battlefield: Bad Company 2,X360,Electronic Arts,EA Digital Illusions CE,9,9.3,3.48,2010,
475,Borderlands,X360,2K Games,Gearbox Software,8.3,,3.48,2009,
476,Mario & Sonic at the Olympic Winter Games,DS,Sega,Sega,7.6,,3.47,2009,
477,Dying Light,PC,Warner Bros. Interactive Entertainment,Techland,7.5,7.9,3.47,2016,04th May 18
478,Guitar Hero: On Tour,DS,Activision,Vicarious Visions,7.1,8.1,3.46,2008,
479,Dragon Ball Z: Budokai,PS2,Atari,Dimps Corporation,,,3.46,2002,
480,Halo: The Master Chief Collection,XOne,Microsoft Studios,343 Industries,8.5,7.4,3.44,2014,24th Mar 18
481,LEGO Batman: The Videogame,X360,Warner Bros. Interactive,Traveller's Tales,7.5,,3.44,2008,
482,Tekken 4,PS2,Namco,Namco,7.9,,3.44,2002,
483,FIFA 14,PS4,EA Sports,EA Canada,9.1,6.3,3.43,2013,15th Sep 18
484,Animal Crossing: Happy Home Designer,3DS,Nintendo,Nintendo EAD,6.6,6.9,3.43,2015,14th Jan 18
485,LittleBigPlanet 2,PS3,Sony Computer Entertainment,Media Molecule,9.1,,3.43,2011,
486,Grand Theft Auto 2,PS,Rockstar Games,DMA Design,6.9,,3.42,1999,
487,Destiny,XOne,Activision,Bungie,8.3,5.5,3.41,2014,12th Jan 18
488,Spider-Man 2,PS2,Activision,Treyarch,7.9,,3.41,2004,
489,F-1 Race,GB,Nintendo,Nintendo,7,,3.41,1991,
490,Super Mario Maker,3DS,Nintendo,Nintendo,7.3,,3.4,2016,29th Mar 18
491,World of Warcraft: Battle for Azeroth,PC,Blizzard Entertainment,Blizzard Entertainment,7.9,3.1,3.4,2018,19th Apr 18
492,FIFA Soccer 2003,PS2,EA Sports,EA Canada,8.3,,3.4,2002,
493,Crash Bash,PS,Sony Computer Entertainment,Eurocom Entertainment Software,6.8,,3.39,2000,
494,Gears of War 4,XOne,Microsoft Studios,The Coalition,8.4,6.9,3.38,2016,13th Jan 18
495,Tekken: Dark Resurrection,PSP,Namco Bandai,8ing/Raizing,8.7,,3.37,2006,
496,The Elder Scrolls V: Skyrim Special Edition,PS4,Bethesda Softworks,Bethesda Softworks,8.3,7.1,3.36,2016,01st Apr 18
497,Watch Dogs 2,PS4,Ubisoft,Ubisoft,8.2,7.7,3.36,2016,
498,The Legend of Zelda: Majora's Mask,N64,Nintendo,Nintendo EAD,9.3,,3.36,2000,
499,WWF War Zone,PS,Acclaim Entertainment,Iguana Entertainment,,,3.36,1998,
500,Yoshi's Island DS,DS,Nintendo,Artoon,8.2,,3.36,2006,
501,Assassin's Creed IV: Black Flag,X360,Ubisoft,Ubisoft Montreal,8.5,,3.34,2013,22nd Mar 18
502,NBA 2K18,PS4,2K Sports,Visual Concepts,8.1,1.7,3.34,2017,02nd Apr 18
503,Big Brain Academy: Wii Degree,Wii,Nintendo,Nintendo EAD,7.1,,3.34,2007,
504,Rugrats: Search For Reptar,PS,THQ,n-Space,,,3.34,1998,
505,Luigi's Mansion,GC,Nintendo,Nintendo EAD,7.9,,3.33,2001,
506,James Bond 007: Nightfire,PS2,Electronic Arts,Eurocom Entertainment Software,,,3.33,2002,
507,Ratchet & Clank,PS2,Sony Computer Entertainment,Insomniac Games,,,3.33,2002,
508,Star Wars Episode III: Revenge of the Sith,PS2,LucasArts,The Collective,,,3.32,2005,
509,Max Payne,PS2,Rockstar Games,Remedy Entertainment,8.1,,3.31,2001,
510,Madden NFL 16,PS4,EA Sports,EA Tiburon,8.2,5.9,3.3,2015,31st Mar 18
511,World of Warcraft: Legion,PC,Blizzard Entertainment,Blizzard Entertainment,8.8,7.3,3.3,2016,22nd Apr 18
512,World of Warcraft: Warlords of Draenor,PC,Activision Blizzard,Blizzard Entertainment,8.7,5.9,3.3,2014,22nd Apr 18
513,Dark Souls III,PC,Namco Bandai Games,From Software,8.9,8.4,3.29,2016,02nd Nov 18
514,Dark Souls: Prepare to Die Edition,PC,Namco Bandai Games,From Software,8.5,7.6,3.29,2012,01st Feb 19
515,The Lord of the Rings: The Return of the King,PS2,Electronic Arts,"Hypnos Entertainment, Inc.",8.4,,3.28,2003,
516,Half-Life 2: Episode Two,PC,Valve Software,Valve Corporation,9.1,,3.28,2007,
517,Madden NFL 17,PS4,EA Sports,EA Tiburon,8.5,4.4,3.28,2016,01st Apr 18
518,True Crime: Streets of LA,PS2,Activision,Luxoflux,,,3.27,2003,
519,Gran Turismo (PSP),PSP,Sony Computer Entertainment,Polyphony Digital,,,3.27,2009,03rd Jan 18
520,Far Cry 3,PS3,Ubisoft,Ubisoft Montreal,,,3.27,2012,
521,God of War: Chains of Olympus,PSP,Sony Computer Entertainment,Ready at Dawn,8.9,9.5,3.26,2008,
522,FIFA 16,XOne,EA Sports,EA Canada,8.5,4.4,3.25,2015,01st Apr 18
523,Tekken,PS,Namco,Namco,8.3,,3.24,1995,
524,Flash Focus: Vision Training in Minutes a Day,DS,Nintendo,Bandai Namco Games,6.1,,3.23,2007,
525,007: Tomorrow Never Dies,PS,Electronic Arts,Black Ops Entertainment,6.2,,3.21,1999,
526,L.A. Noire,PS3,Rockstar Games,Team Bondi,9.1,,3.21,2011,
527,Baseball,NES,Nintendo,Nintendo,5.5,,3.2,1985,
528,Detroit: Become Human,PS4,Sony Interactive Entertainment,Quantic Dream,8,8.6,3.2,2018,05th Jun 18
529,Dragon Quest IV,NES,Enix,ChunSoft,,,3.2,1992,27th Mar 18
530,Dragon Quest VI: Maboroshi no Daichi,SNES,Enix,Heart Beat,,,3.2,1995,
531,Killer Instinct,SNES,Nintendo,Rare Ltd.,,,3.2,1995,
532,WWF SmackDown! 2: Know Your Role,PS,THQ,Yuke's,8.7,,3.2,2000,
533,Middle-Earth: Shadow of Mordor,PS4,Warner Bros. Interactive Entertainment,Monolith Productions,,,3.19,2014,04th May 18
534,Assassin's Creed IV: Black Flag,PS4,Ubisoft,Ubisoft Montreal,8.3,7.9,3.19,2013,14th Mar 18
535,Personal Trainer: Cooking,DS,Nintendo,Nintendo EAD,8.4,,3.18,2008,
536,Enter the Matrix,PS2,Atari,Shiny Entertainment,7.2,,3.18,2003,
537,Assassin's Creed Odyssey,PS4,Ubisoft,Ubisoft Quebec,9.5,5.9,3.18,2018,17th Nov 18
538,Fallout: New Vegas,PS3,Bethesda Softworks,Obsidian Entertainment,8.2,,3.17,2010,
539,Sonic Heroes,PS2,Sega,Sonic Team,6.6,,3.16,2004,
540,Club Penguin: Elite Penguin Force,DS,Disney Interactive Studios,1st Playable Productions,7,,3.14,2008,
541,FIFA Soccer 08,PS2,EA Sports,EA Canada,8.7,,3.14,2007,
542,FIFA 18,XOne,EA Sports,EA Vancouver,8,3,3.14,2017,02nd Apr 18
543,Spider-Man,PS,Activision,Neversoft Entertainment,,,3.13,2000,
544,Need for Speed III: Hot Pursuit,PS,Electronic Arts,EA Canada,8,,3.12,1998,
545,The Elder Scrolls IV: Oblivion,PS3,Bethesda Softworks,4J Studios,9.3,,3.12,2007,
546,Star Wars Episode I Racer,N64,LucasArts,LucasArts,8.7,,3.12,1999,
547,Tekken 6,PS3,Namco Bandai,Namco Bandai Games,7.9,,3.12,2009,
548,Yoshi,GB,Nintendo,Game Freak,,,3.12,1992,
549,Resident Evil 6,PS3,Capcom,Capcom,7.9,,3.12,2012,
550,Tom Clancy's Ghost Recon Wildlands,PS4,Ubisoft,Ubisoft Paris,7,,3.12,2017,01st Apr 18
551,NBA 2K13,X360,2K Sports,Visual Concepts,8.6,,3.11,2012,04th Jan 18
552,Titanfall,XOne,Electronic Arts,Respawn Entertainment,8.9,6.7,3.11,2014,12th Jan 18
553,Mario Party 9,Wii,Nintendo,"Nd Cube Co., Ltd.",6.5,,3.11,2012,19th Nov 18
554,Mass Effect 2,X360,Electronic Arts,BioWare Edmonton,9.5,8.9,3.1,2010,
555,The Legend of Zelda: Majora's Mask 3D,3DS,Nintendo,GREZZO,9,8.9,3.09,2015,31st Jan 18
556,Madden NFL 2002,PS2,EA Sports,EA Sports,9.2,,3.08,2001,
557,World Class Track Meet,NES,Bandai,Bandai,,,3.08,1987,
558,LEGO Batman: The Videogame,Wii,Warner Bros. Interactive,Traveller's Tales,7.3,,3.08,2008,
559,Saints Row 2,X360,THQ,Volition Inc.,7.9,,3.07,2008,02nd Apr 18
560,Donkey Kong,GB,Nintendo,Nintendo EAD,,,3.07,1994,
561,The Sims: Vacation,PC,Electronic Arts,Maxis,8,,3.07,2002,
562,Call of Duty: Ghosts,XOne,Activision,Infinity Ward,7.5,4.3,3.07,2013,21st Mar 18
563,LEGO Batman: The Videogame,DS,Warner Bros. Interactive,Traveller's Tales,7.8,,3.06,2008,
564,Borderlands 2,X360,2K Games,Gearbox Software,9,,3.06,2013,
565,New Super Luigi U,WiiU,Nintendo,Nintendo,7.8,8,3.05,2013,24th Jan 18
566,Kung Fu Panda,X360,Activision,Luxoflux,7.5,,3.05,2008,
567,Mass Effect 3,X360,Electronic Arts,BioWare,9.5,,3.04,2012,
568,Rhythm Heaven,DS,Nintendo,Nintendo SPD Group No.1,8.5,,3.04,2009,31st May 18
569,Metal Gear Solid V: The Phantom Pain,PS4,Konami Digital Entertainment,Kojima Productions,9.3,8.2,3.04,2015,04th May 18
570,Rayman,PS,Ubisoft,Ubisoft Montpellier,7,,3.03,1995,
571,Tom Clancy's Splinter Cell,XB,Ubisoft,Ubisoft,9.3,9.1,3.02,2002,
572,Mike Tyson's Punch-Out!!,NES,Nintendo,Nintendo IRD,,,3.02,1987,
573,Professor Layton and the Unwound Future,DS,Nintendo,Level 5,8.4,,3.02,2010,
574,WWE SmackDown! Shut Your Mouth,PS2,THQ,Yuke's Future Media Creators,8.2,,3.02,2002,
575,Disney Epic Mickey,Wii,Disney Interactive Studios,Junction Point Studios,7,,3.02,2010,
576,Killzone 2,PS3,Sony Computer Entertainment,Guerrilla Games,9.1,9.3,3.02,2009,
577,1-2-Switch,NS,Nintendo,Nintendo EPD,5.7,,3.01,2017,19th Nov 18
578,Crysis,PC,Electronic Arts,Crytek,9.2,8.5,3,2007,
579,DayZ,PC,Bohemia Interactive,Unknown,,,3,2012,
580,Fable,XB,Microsoft Game Studios,Big Blue Box,8.6,,3,2004,25th Sep 18
581,Gears of War 3,X360,Microsoft Studios,Epic Games,9.1,,3,2011,
582,Heavy Rain,PS3,Sony Computer Entertainment,Quantic Dream,8.8,8.6,3,2010,
